Time,isbA,isbB,isbC,vsbA,vsbB,vsbC,isbARmsValue,isbBRmsValue,isbCRmsValue,vsbARmsValue,vsbBRmsValue,vsbCRmsValue,isbATrapAreaSum,isbBTrapAreaSum,isbCTrapAreaSum,vsbATrapAreaSum,vsbBTrapAreaSum,vsbCTrapAreaSum,t,GooseTimestamp,SqNum,StNum,cbStatus,frameLen,ethDst,ethSrc,ethType,gooseTimeAllowedtoLive,gooseAppid,gooseLen,TPID,gocbRef,datSet,goID,test,confRev,ndsCom,numDatSetEntries,APDUSize,protocol,stDiff,sqDiff,gooseLengthDiff,cbStatusDiff,apduSizeDiff,frameLengthDiff,timestampDiff,tDiff,timeFromLastChange,delay,class
1.06888,-0.028292052,-0.0031949284,0.030487841,0.063102044,0.028132923,-0.09121196,0.05402942047723568,0.04956211300092521,0.05031997374623388,0.06831977750525185,0.0688831916061933,0.06849662975264505,-40.32324725353455,-40.305704157979534,-37.87632134523321,-39.565502703048985,-39.46433339637563,-39.47018168322722,0.01659,1.0690054493061203,2,1,0,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,0, 1, 0, 0, 0, 0, 1.0281207537377797, 0.0, 1.0524154493061202,1.2548733865203054E-4,normal
1.50631,-0.08569953,-0.055060804,0.08460787,-0.07095569,0.08894107,-0.020821273,0.04544652313110345,0.0521484115136704,0.050540297860251326,0.0665026782887858,0.06731797754896805,0.06790999864070447,-38.16021256447827,-39.95843531196981,-39.9931162998504,-39.451965601528194,-39.542516762923555,-39.500690575016336,1.50631,1.50631,1,2,1,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,1, -1, 0, 1, 0, 0, 0.43730455069387975, 1.48972, 0.0,1.3885498084675874E-8,normal
1.6062701,-7.0257054E-4,-0.067662,0.060277037,-0.072819814,0.09067987,-0.020842347,0.051038454153197285,0.0451635130359875,0.05498012659554719,0.06749390342342641,0.06657955504553012,0.06884380042685469,-38.89825159322936,-39.7441174923224,-39.774553467636,-39.49329101512558,-39.52911556500476,-39.48647410731064,1.50631,1.6063100000000001,2,2,1,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,0, 1, 0, 0, 0, 0, 0.10000000000000009, 0.0, 0.10000000000000009,3.9925155639775056E-5,normal
1.6062701,-7.0257054E-4,-0.067662,0.060277037,-0.072819814,0.09067987,-0.020842347,0.051038454153197285,0.0451635130359875,0.05498012659554719,0.06749390342342641,0.06657955504553012,0.06884380042685469,-38.89825159322936,-39.7441174923224,-39.774553467636,-39.49329101512558,-39.52911556500476,-39.48647410731064,1.6063100000000001,1.6063100000000001,1,3,0,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,1, -1, 0, 1, 0, 0, 0.0, 0.10000000000000009, 0.0,3.9925155639775056E-5,normal
1.7062299,-0.010543725,-0.06261197,0.07049285,-0.06971794,0.091511,-0.021771006,0.04524069381983075,0.05417263460070623,0.05034570191380102,0.06782863014450549,0.06781575661087057,0.06787523728312564,-40.29077670044171,-39.115761293505784,-39.13806716504041,-39.472749318461865,-39.53500151517801,-39.49228733126074,1.50631,1.7063100000000002,3,2,1,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,-1, 2, 0, 1, 0, 0, 0.10000000000000009, -0.10000000000000009, 0.20000000000000018,8.0074844360567E-5,normal
1.7062299,-0.010543725,-0.06261197,0.07049285,-0.06971794,0.091511,-0.021771006,0.04524069381983075,0.05417263460070623,0.05034570191380102,0.06782863014450549,0.06781575661087057,0.06787523728312564,-40.29077670044171,-39.115761293505784,-39.13806716504041,-39.472749318461865,-39.53500151517801,-39.49228733126074,1.6063100000000001,1.7063100000000002,2,3,0,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,1, -1, 0, 1, 0, 0, 0.0, 0.10000000000000009, 0.10000000000000009,8.0074844360567E-5,normal
1.80619,-0.017620739,-0.058083534,0.07326607,-0.069209166,0.09217618,-0.02297411,0.048317203623629554,0.05400794472468046,0.05188387251582092,0.06792215827176107,0.06776886253239868,0.06796260107428316,-40.031191571062664,-39.21863921752811,-39.28144325276662,-39.4777257407186,-39.532750711834524,-39.489532213425264,1.6063100000000001,1.8063100000000003,3,3,0,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,0, 1, 0, 0, 0, 0, 0.10000000000000009, 0.0, 0.20000000000000018,1.1998611450225738E-4,normal
2.43827,-0.04552527,-0.030494418,0.0736229,-0.031889845,0.09486306,-0.06297022,0.04916045265871052,0.05338171907526356,0.052644368402061346,0.06796142910077842,0.06769177898376888,0.06784733451305332,-39.483030839466885,-39.496818629881865,-39.51919502026371,-39.489922516836764,-39.53498698627198,-39.475093348644286,1.6063100000000001,2.4383100000000004,4,3,0,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,0, 1, 0, 0, 0, 0, 0.6320000000000001, 0.0, 0.8320000000000003,3.990798950237462E-5,normal
3.46221,0.061825674,3.8749631E-4,-0.05994352,-0.0059384936,-0.08061226,0.08653886,0.04903308019002713,0.053617235516537555,0.05294174304862709,0.06797146135370374,0.06776281207011625,0.06772060592165476,-39.58124970892571,-39.49697514459157,-39.422619192165314,-39.496563866601555,-39.470294422682386,-39.53313680089956,1.6063100000000001,3.462334634453702,5,3,0,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,0, 1, 0, 0, 0, 0, 1.0240246344537014, 0.0, 1.8560246344537017,1.2469449703678137E-4,normal
4.48111,0.017673055,0.057806354,-0.07336611,0.06795907,-0.09342951,0.025478024,0.049365746931851986,0.05351795974786624,0.05285466167474548,0.06783127784806794,0.06768038566730518,0.06796518522121202,-39.58016224159995,-39.512285142721595,-39.40830279715715,-39.524199644851876,-39.46482691482928,-39.5109761422341,1.6063100000000001,4.48114864394737,6,3,0,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,0, 1, 0, 0, 0, 0, 1.0188140094936684, 0.0, 2.87483864394737,3.854796958702167E-5,normal
5.50631,-0.08569953,-0.055060804,0.08460787,-0.07095569,0.08894107,-0.020821273,0.04544652313110345,0.0521484115136704,0.050540297860251326,0.0665026782887858,0.06731797754896805,0.06790999864070447,-38.16021256447827,-39.95843531196981,-39.9931162998504,-39.451965601528194,-39.542516762923555,-39.500690575016336,1.6063100000000001,5.506486901625281,7,3,0,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,0, 1, 0, 0, 0, 0, 1.0253382576779106, 0.0, 3.9001769016252807,1.7691551077891887E-4,normal
6.52941,0.06286625,0.014265667,-0.07373878,0.0037671316,-0.08642936,0.079008274,0.05085532260070411,0.05295722777300292,0.05308427144624781,0.06753498575113402,0.06695945562968579,0.0683412056652188,-40.72385715524433,-38.98812300420832,-38.88170048131724,-39.484653180406895,-39.48130460677203,-39.543166574978386,1.6063100000000001,6.529492889312692,8,3,0,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,0, 1, 0, 0, 0, 0, 1.0230059876874114, 0.0, 4.923182889312692,8.300390619808695E-5,normal
7.50631,-0.08569953,-0.055060804,0.08460787,-0.07095569,0.08894107,-0.020821273,0.04544652313110345,0.0521484115136704,0.050540297860251326,0.0665026782887858,0.06731797754896805,0.06790999864070447,-38.16021256447827,-39.95843531196981,-39.9931162998504,-39.451965601528194,-39.542516762923555,-39.500690575016336,7.50631,7.50631,1,4,1,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,1, -7, 0, 1, 0, 0, 0.9768171106873078, 5.9, 0.0,1.3885498084675874E-8,normal
7.55608,-0.07483705,-0.051842928,0.07545209,-0.06360612,0.09266499,-0.027220251,0.046621296708262754,0.04976514722096969,0.05210440955279413,0.06721226407072244,0.06642384037212834,0.0689006783148069,-40.14192760485457,-39.16192804957245,-39.21036748250481,-39.479476068750955,-39.531496234529186,-39.48639070801437,1.6063100000000001,7.556254847966851,9,3,0,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,-1, 8, 0, 1, 0, 0, 0.04994484796685139, -5.9, 5.949944847966851,1.7498346489830396E-4,normal
7.60627,-7.0257054E-4,-0.067662,0.060277037,-0.072819814,0.09067987,-0.020842347,0.051038454153197285,0.0451635130359875,0.05498012659554719,0.06749390342342641,0.06657955504553012,0.06884380042685469,-38.89825159322936,-39.7441174923224,-39.774553467636,-39.49329101512558,-39.52911556500476,-39.48647410731064,7.50631,7.60631,2,4,1,200,01:0c:cd:01:2f:77,01:0c:cd:01:2f:78,0x000088b8,11000,0x00003001,186,0x8100,LD/LLN0$GO$gcbA,LD/LLN0$IntLockA,IntLockA,FALSE,1,FALSE,25,186,GOOSE,1, -7, 0, 1, 0, 0, 0.050055152033148254, 5.9, 0.09999999999999964,4.016357421843253E-5,normal
