svTime,GooseTimestamp,t,SqNum,StNum,cbStatus,stDiff,sqDiff,cbStatusDiff,timestampDiff,tDiff,timeFromLastChange,delay,class
1.0504,1.050468547536815,0.01659,2,1,0,0, 1, 0, 1.0064481441283128, 0.0,6.852884479835453E-5,normal
1.08211,1.0822922608692296,0.01659,2,1,0,0, 0, 0, 0.03182371333241463, 0.0,1.8221352883651676E-4,random_replay
2.07497,2.0750125217408693,0.01659,3,1,0,0, 1, 0, 0.9927202608716397, 0.0,4.251479812023007E-5,normal
3.08295,3.082981531912879,0.01659,4,1,0,0, 1, 0, 1.0079690101720096, 0.0,3.141670902140348E-5,normal
3.441,3.441182976061896,0.01659,4,1,0,0, 0, 0, 0.35820144414901733, 0.0,1.8299132068522184E-4,random_replay
3.65751,3.657654230887488,0.01659,4,1,0,0, 0, 0, 0.21647125482559204, 0.0,1.4418869693644254E-4,random_replay
4.09156,4.091662178482088,0.01659,5,1,0,0, 1, 0, 0.43400794759459993, 0.0,1.0229154971508336E-4,normal
5.10332,5.10346972079197,0.01659,6,1,0,0, 1, 0, 1.0118075423098816, 0.0,1.4959902683298054E-4,normal
6.07329,6.073456654991182,0.01659,5,1,0,0, -1, 0, 0.9699869341992127, 0.0,1.6678377536205602E-4,random_replay
6.12306,6.12309877217307,0.01659,7,1,0,0, 2, 0, 0.04964211718188771, 0.0,3.854573264039374E-5,normal
6.65226,6.65240186958988,0.01659,4,1,0,0, -3, 0, 0.5293030974168103, 0.0,1.420429297240844E-4,random_replay
6.79947,6.799486857061528,0.01659,7,1,0,0, 3, 0, 0.147084987471648, 0.0,1.690924658692694E-5,random_replay
7.126,7.126013242642019,0.01659,8,1,0,0, 1, 0, 0.3265263855804905, 0.0,1.3315121266899155E-5,normal
8.11529,8.115318877889598,0.01659,2,1,0,0, -6, 0, 0.9893056352475789, 0.0,2.9189779246152625E-5,random_replay
8.13209,8.132153394325362,0.01659,9,1,0,0, 7, 0, 0.016834516435764613, 0.0,6.377945719826528E-5,normal
9.85155,9.851725103958236,0.01659,9,1,0,0, 0, 0, 1.7195717096328735, 0.0,1.7500172434914418E-4,random_replay
10.00189,11.780463533398585,0.01659,3,1,0,0, -6, 0, 1.9287384294403491, 0.0,1.7785733509034678,random_replay
svTime,GooseTimestamp,t,SqNum,StNum,cbStatus,stDiff,sqDiff,cbStatusDiff,timestampDiff,tDiff,timeFromLastChange,delay,class
1.03444,1.0345595928345974,0.01659,2,1,0,0, 1, 0, 1.0050804755907419, 0.0,1.1955224621851279E-4,normal
2.0588,2.0588279619724816,0.01659,3,1,0,0, 1, 0, 1.0242683691378842, 0.0,2.7979901558783382E-5,normal
3.07455,3.074743232681629,0.01659,4,1,0,0, 1, 0, 1.0159152707091472, 0.0,1.9331927525678694E-4,normal
4.09912,4.099255199050375,0.01659,5,1,0,0, 1, 0, 1.0245119663687459, 0.0,1.3505897469112682E-4,normal
